cod_mpio,municipio,departamento,lat,lon,riesgo_score,riesgo_nivel,riesgo_pred,confianza,idx_minero,idx_deforestacion,idx_hidrico,idx_sensibilidad,mineria_titulos,mineria_minerales,deforestacion_ha,runap_areas,runap_hectareas,agua_estaciones,mineria_volumen,mineria_regalias,es_pdet
8560,PONEDERA,ATLÁNTICO,10.641779,-74.753885,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
8573,PUERTO COLOMBIA,ATLÁNTICO,11.015322,-74.888627,0.2179,Medio,Medio,0.998,0.6227,0.0,0.0,0.0,27,8,0.0,0,0.0,0,11879.5,0.0,0
8606,REPELÓN,ATLÁNTICO,10.493357,-75.125534,0.2686,Alto,Alto,0.67,0.6336,0.0,0.0,0.4688,38,6,0.0,1,1528.9,0,3539.0,0.0,0
8634,SABANAGRANDE,ATLÁNTICO,10.792453,-74.759496,0.1362,Bajo,Bajo,1.0,0.3892,0.0,0.0,0.0,9,4,0.0,0,0.0,0,8.0,0.0,0
8638,SABANALARGA,ATLÁNTICO,10.632091,-74.921256,0.1849,Bajo,Bajo,0.982,0.5282,0.0,0.0,0.0,19,4,0.0,0,0.0,0,2790.5,0.0,0
8675,SANTA LUCÍA,ATLÁNTICO,10.324303,-74.959204,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
8685,SANTO TOMÁS,ATLÁNTICO,10.758735,-74.757859,0.1362,Bajo,Bajo,1.0,0.3892,0.0,0.0,0.0,8,4,0.0,0,0.0,0,1008.0,0.0,0
8758,SOLEDAD,ATLÁNTICO,10.909921,-74.786054,0.07,Bajo,Bajo,1.0,0.0,0.0,0.0,0.6996,0,0,0.0,1,56565.1,0,0.0,0.0,0
8770,SUAN,ATLÁNTICO,10.335432,-74.881687,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
8832,TUBARÁ,ATLÁNTICO,10.873586,-74.978704,0.1401,Bajo,Bajo,0.999,0.4004,0.0,0.0,0.0,8,6,0.0,0,0.0,0,1698.5,0.0,0
8849,USIACURÍ,ATLÁNTICO,10.74298,-74.976985,0.043,Bajo,Bajo,1.0,0.0,0.0,0.0,0.4303,0,0,0.0,1,836.9,0,0.0,0.0,0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4.649251,-74.106992,0.3596,Crítico,Crítico,0.978,0.7163,0.0,0.193,0.6063,47,7,0.0,3,13158.0,3,21374.0,285.0,0
13001,CARTAGENA DE INDIAS,BOLÍVAR,10.385126,-75.496269,0.2245,Medio,Medio,0.994,0.6414,0.0,0.0,0.0,40,9,0.0,0,0.0,0,3531.0,0.0,0
13006,ACHÍ,BOLÍVAR,8.570107,-74.557676,0.055,Bajo,Bajo,1.0,0.1572,0.0,0.0,0.0,0,0,0.0,0,0.0,0,1535.9,0.0,0
13030,ALTOS DEL ROSARIO,BOLÍVAR,8.791865,-74.164905,0.1858,Bajo,Bajo,0.934,0.531,0.0,0.0,0.0,18,5,0.0,0,0.0,0,4173.9,1495.0,0
13042,ARENAL,BOLÍVAR,8.458865,-73.941099,0.2523,Medio,Medio,0.97,0.6495,0.0,0.0,0.25,25,2,0.0,0,0.0,0,20736.6,2501.0,1
13052,ARJONA,BOLÍVAR,10.25666,-75.344332,0.0503,Bajo,Bajo,1.0,0.1436,0.0,0.0,0.0,1,1,0.0,0,0.0,0,340.0,0.0,0
13062,ARROYOHONDO,BOLÍVAR,10.250075,-75.019215,0.1333,Bajo,Bajo,1.0,0.3809,0.0,0.0,0.0,8,4,0.0,0,0.0,0,530.5,0.0,0
13074,BARRANCO DE LOBA,BOLÍVAR,8.947787,-74.104391,0.2499,Medio,Medio,0.932,0.714,0.0,0.0,0.0,45,8,0.0,0,0.0,0,22442.7,2324.0,0
13140,CALAMAR,BOLÍVAR,10.250431,-74.916144,0.1151,Bajo,Bajo,1.0,0.3288,0.0,0.0,0.0,6,3,0.0,0,0.0,0,0.0,0.0,0
13160,CANTAGALLO,BOLÍVAR,7.378678,-73.914605,0.025,Bajo,Bajo,1.0,0.0,0.0,0.0,0.25,0,0,0.0,0,0.0,0,0.0,0.0,1
13188,CICUCO,BOLÍVAR,9.274281,-74.645981,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
13212,CÓRDOBA,BOLÍVAR,9.586942,-74.827399,0.0992,Bajo,Bajo,0.991,0.0098,0.0,0.0,0.9575,0,0,0.0,1,63984.6,0,59.8,0.0,1
13222,CLEMENCIA,BOLÍVAR,10.567452,-75.328469,0.0892,Bajo,Bajo,1.0,0.1856,0.0,0.0,0.2425,2,1,0.0,1,43.4,0,0.0,0.0,0
13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,9.718653,-75.121178,0.0694,Bajo,Bajo,0.998,0.0298,0.0,0.0,0.5901,0,0,0.0,2,203.4,0,193.1,879.0,1
13248,EL GUAMO,BOLÍVAR,10.030958,-74.976084,0.0516,Bajo,Bajo,0.998,0.0,0.0,0.0,0.5159,0,0,0.0,1,63.0,0,0.0,0.0,1
13268,EL PEÑÓN,BOLÍVAR,8.988271,-73.949274,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
13300,HATILLO DE LOBA,BOLÍVAR,8.956014,-74.077912,0.2141,Medio,Medio,0.997,0.5035,0.0,0.0,0.379,5,3,0.0,1,374.5,0,13685.7,620.0,0
13430,MAGANGUÉ,BOLÍVAR,9.263799,-74.766742,0.1846,Bajo,Medio,0.747,0.2489,0.0,0.39,0.0,0,0,0.0,0,0.0,1,3364.0,2875.0,0
13433,MAHATES,BOLÍVAR,10.233285,-75.191643,0.188,Bajo,Bajo,0.985,0.5372,0.0,0.0,0.0,13,3,0.0,0,0.0,0,10037.2,0.0,0
13440,MARGARITA,BOLÍVAR,9.15784,-74.285137,0.1096,Bajo,Bajo,1.0,0.3132,0.0,0.0,0.0,0,0,0.0,0,0.0,0,5385.7,899.0,0
13442,MARÍA LA BAJA,BOLÍVAR,9.982402,-75.300516,0.2494,Medio,Medio,0.897,0.4902,0.0,0.0,0.7786,12,5,0.0,1,3898.7,0,5205.0,0.0,1
13458,MONTECRISTO,BOLÍVAR,8.297234,-74.471176,0.248,Medio,Medio,0.973,0.7085,0.0,0.0,0.0,54,6,0.0,0,0.0,0,11241.6,2725.0,0
13468,SANTA CRUZ DE MOMPOX,BOLÍVAR,9.244241,-74.42818,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
13473,MORALES,BOLÍVAR,8.276558,-73.868172,0.3082,Alto,Alto,0.961,0.5963,0.0,0.298,0.25,20,2,0.0,0,0.0,5,13108.5,7590.0,1
13490,NOROSÍ,BOLÍVAR,8.526259,-74.038003,0.263,Alto,Alto,0.984,0.7514,0.0,0.0,0.0,71,13,0.0,0,0.0,0,13410.5,28.0,0
13549,PINILLOS,BOLÍVAR,8.914947,-74.462279,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
13580,REGIDOR,BOLÍVAR,8.666258,-73.821638,0.025,Bajo,Bajo,1.0,0.0715,0.0,0.0,0.0,0,0,0.0,0,0.0,0,526.8,0.0,0
13600,RÍO VIEJO,BOLÍVAR,8.58795,-73.840466,0.2237,Medio,Medio,0.998,0.6391,0.0,0.0,0.0,31,9,0.0,0,0.0,0,11936.9,2320.0,0
13620,SAN CRISTÓBAL,BOLÍVAR,10.392836,-75.065076,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
13647,SAN ESTANISLAO,BOLÍVAR,10.398602,-75.153101,0.0979,Bajo,Bajo,1.0,0.2798,0.0,0.0,0.0,4,2,0.0,0,0.0,0,240.0,0.0,0
13650,SAN FERNANDO,BOLÍVAR,9.214183,-74.323811,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
13654,SAN JACINTO,BOLÍVAR,9.830275,-75.12105,0.0601,Bajo,Bajo,0.989,0.0,0.0,0.0,0.6012,0,0,0.0,10,242.3,0,0.0,0.0,1
13655,SAN JACINTO DEL CAUCA,BOLÍVAR,8.25158,-74.721156,0.095,Bajo,Bajo,1.0,0.2714,0.0,0.0,0.0,0,0,0.0,0,0.0,0,3986.1,0.0,0
13657,SAN JUAN NEPOMUCENO,BOLÍVAR,9.953751,-75.081761,0.2194,Medio,Medio,0.979,0.4168,0.0,0.0,0.7354,9,4,0.0,29,1983.4,0,1788.1,280.0,1
13667,SAN MARTÍN DE LOBA,BOLÍVAR,8.937485,-74.039134,0.2917,Alto,Alto,0.962,0.8335,0.0,0.0,0.0,122,10,0.0,0,0.0,0,15873.9,0.0,0
13670,SAN PABLO,BOLÍVAR,7.476747,-73.924602,0.0855,Bajo,Bajo,0.999,0.1729,0.0,0.0,0.25,0,0,0.0,0,0.0,0,1782.5,0.0,1
13673,SANTA CATALINA,BOLÍVAR,10.605294,-75.287855,0.2023,Medio,Medio,0.956,0.4679,0.0,0.0,0.3857,10,3,0.0,1,416.1,0,4954.1,0.0,0
13683,SANTA ROSA,BOLÍVAR,10.444396,-75.369824,0.1497,Bajo,Bajo,0.999,0.4277,0.0,0.0,0.0,8,7,0.0,0,0.0,0,3571.7,1192.0,0
13688,SANTA ROSA DEL SUR,BOLÍVAR,7.963938,-74.052243,0.2433,Medio,Medio,0.985,0.6237,0.0,0.0,0.25,20,8,0.0,0,0.0,0,19109.4,8424.0,1
13744,SIMITÍ,BOLÍVAR,7.953916,-73.947264,0.1848,Bajo,Bajo,0.952,0.4565,0.0,0.0,0.25,1,1,0.0,0,0.0,0,12905.4,3957.0,1
13760,SOPLAVIENTO,BOLÍVAR,10.38839,-75.136404,0.004,Bajo,Bajo,1.0,0.0113,0.0,0.0,0.0,0,0,0.0,0,0.0,0,69.0,210.0,0
13780,TALAIGUA NUEVO,BOLÍVAR,9.30403,-74.567479,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
13810,TIQUISIO,BOLÍVAR,8.558666,-74.262922,0.212,Medio,Medio,0.997,0.6056,0.0,0.0,0.0,23,6,0.0,0,0.0,0,12042.5,638.0,0
13836,TURBACO,BOLÍVAR,10.348316,-75.427249,0.2951,Alto,Alto,0.995,0.7496,0.0,0.0,0.3273,73,11,0.0,1,166.4,0,10506.1,0.0,0
13838,TURBANÁ,BOLÍVAR,10.274585,-75.44265,0.1823,Bajo,Bajo,0.975,0.5209,0.0,0.0,0.0,19,6,0.0,0,0.0,0,1821.4,0.0,0
13873,VILLANUEVA,BOLÍVAR,10.444089,-75.275613,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
13894,ZAMBRANO,BOLÍVAR,9.746306,-74.817879,0.025,Bajo,Bajo,1.0,0.0,0.0,0.0,0.25,0,0,0.0,0,0.0,0,0.0,0.0,1
15001,TUNJA,BOYACÁ,5.53988,-73.355539,0.2752,Alto,Alto,0.99,0.7862,0.0,0.0,0.0,68,10,0.0,0,0.0,0,35924.4,782.0,0
15022,ALMEIDA,BOYACÁ,4.970857,-73.378933,0.1176,Bajo,Bajo,1.0,0.336,0.0,0.0,0.0,6,2,0.0,0,0.0,0,304.2,796.0,0
15047,AQUITANIA,BOYACÁ,5.518602,-72.88399,0.1155,Bajo,Bajo,1.0,0.2351,0.0,0.133,0.0,2,1,0.0,0,0.0,5,1020.0,0.0,0
15051,ARCABUCO,BOYACÁ,5.755673,-73.437503,0.2751,Alto,Alto,0.983,0.6299,0.0,0.0,0.5464,34,8,0.0,16,5150.7,0,6618.0,0.0,0
15087,BELÉN,BOYACÁ,5.98923,-72.911641,0.187,Bajo,Bajo,0.936,0.3468,0.0,0.0,0.6566,1,1,0.0,1,28898.7,0,5789.8,0.0,0
15090,BERBEO,BOYACÁ,5.227451,-73.12721,0.1385,Bajo,Bajo,1.0,0.3958,0.0,0.0,0.0,2,2,0.0,0,0.0,0,7411.0,0.0,0
15092,BETÉITIVA,BOYACÁ,5.909978,-72.809014,0.1925,Medio,Medio,0.995,0.5501,0.0,0.0,0.0,16,6,0.0,0,0.0,0,8938.5,674.0,0
15097,BOAVITA,BOYACÁ,6.330703,-72.584905,0.1556,Bajo,Bajo,0.998,0.4446,0.0,0.0,0.0,1,1,0.0,0,0.0,0,11891.3,0.0,0
15104,BOYACÁ,BOYACÁ,5.454578,-73.361945,0.1885,Bajo,Bajo,0.935,0.5387,0.0,0.0,0.0,15,4,0.0,0,0.0,0,8258.3,0.0,0
15106,BRICEÑO,BOYACÁ,5.690879,-73.92326,0.1147,Bajo,Bajo,1.0,0.3278,0.0,0.0,0.0,5,3,0.0,0,0.0,0,958.9,0.0,0
15109,BUENAVISTA,BOYACÁ,5.512594,-73.94217,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15114,BUSBANZÁ,BOYACÁ,5.831393,-72.884158,0.1328,Bajo,Bajo,1.0,0.3793,0.0,0.0,0.0,8,3,0.0,0,0.0,0,438.1,0.0,0
15131,CALDAS,BOYACÁ,5.55458,-73.865553,0.041,Bajo,Bajo,1.0,0.1171,0.0,0.0,0.0,1,1,0.0,0,0.0,0,0.0,0.0,0
15135,CAMPOHERMOSO,BOYACÁ,5.031676,-73.104173,0.0562,Bajo,Bajo,1.0,0.0,0.0,0.0,0.5621,0,0,0.0,1,6585.1,0,0.0,0.0,0
15162,CERINZA,BOYACÁ,5.955939,-72.947918,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15172,CHINAVITA,BOYACÁ,5.167486,-73.368476,0.1947,Medio,Medio,0.949,0.3712,0.0,0.0,0.6476,8,2,0.0,1,25099.2,0,0.0,0.0,0
15176,CHIQUINQUIRÁ,BOYACÁ,5.61379,-73.818745,0.0445,Bajo,Bajo,1.0,0.1271,0.0,0.0,0.0,0,0,0.0,0,0.0,0,1122.0,0.0,0
15180,CHISCAS,BOYACÁ,6.553136,-72.500957,0.1135,Bajo,Bajo,1.0,0.3244,0.0,0.0,0.0,0,0,0.0,0,0.0,0,5821.9,0.0,0
15183,CHITA,BOYACÁ,6.187083,-72.471892,0.162,Bajo,Bajo,0.998,0.4628,0.0,0.0,0.0,7,4,0.0,0,0.0,0,7478.6,0.0,0
15185,CHITARAQUE,BOYACÁ,6.027425,-73.4471,0.1003,Bajo,Bajo,1.0,0.2865,0.0,0.0,0.0,2,2,0.0,0,0.0,0,2450.8,0.0,0
15187,CHIVATÁ,BOYACÁ,5.558949,-73.282529,0.2446,Medio,Medio,0.992,0.699,0.0,0.0,0.0,31,4,0.0,0,0.0,0,30630.8,0.0,0
15189,CIÉNEGA,BOYACÁ,5.408694,-73.296049,0.082,Bajo,Bajo,1.0,0.2342,0.0,0.0,0.0,3,1,0.0,0,0.0,0,0.0,0.0,0
15204,CÓMBITA,BOYACÁ,5.634545,-73.323957,0.2217,Medio,Medio,0.999,0.6006,0.0,0.0,0.1145,19,3,0.0,1,5.0,0,14974.1,0.0,0
15212,COPER,BOYACÁ,5.475074,-74.045636,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15215,CORRALES,BOYACÁ,5.828064,-72.844795,0.2704,Alto,Alto,0.98,0.7727,0.0,0.0,0.0,84,7,0.0,0,0.0,0,11859.5,945.0,0
15218,COVARACHÍA,BOYACÁ,6.500177,-72.738978,0.0072,Bajo,Bajo,1.0,0.0206,0.0,0.0,0.0,0,0,0.0,0,0.0,0,130.0,2637.0,0
15223,CUBARÁ,BOYACÁ,6.997275,-72.107939,0.1318,Bajo,Bajo,1.0,0.3767,0.0,0.0,0.0,2,1,0.0,0,0.0,0,6296.0,0.0,0
15224,CUCAITA,BOYACÁ,5.544452,-73.454338,0.222,Medio,Medio,0.998,0.5417,0.0,0.0,0.3242,10,4,0.0,1,158.3,0,13685.2,0.0,0
15226,CUÍTIVA,BOYACÁ,5.580367,-72.965923,0.1307,Bajo,Bajo,1.0,0.3734,0.0,0.0,0.0,5,3,0.0,0,0.0,0,3115.0,0.0,0
15232,CHÍQUIZA,BOYACÁ,5.639834,-73.449463,0.245,Medio,Medio,0.99,0.5385,0.0,0.0,0.5651,23,5,0.0,3,6897.3,0,225.2,0.0,0
15236,CHIVOR,BOYACÁ,4.888173,-73.368398,0.2367,Medio,Medio,0.989,0.5878,0.0,0.0,0.3102,27,5,0.0,1,127.1,0,4436.2,0.0,0
15238,DUITAMA,BOYACÁ,5.822964,-73.03063,0.1999,Medio,Medio,0.969,0.4978,0.0,0.0,0.2568,15,3,0.0,1,54.5,0,3036.3,0.0,0
15244,EL COCUY,BOYACÁ,6.407738,-72.444537,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15248,EL ESPINO,BOYACÁ,6.483027,-72.497007,0.058,Bajo,Bajo,1.0,0.1658,0.0,0.0,0.0,0,0,0.0,0,0.0,0,1667.6,0.0,0
15272,FIRAVITOBA,BOYACÁ,5.668885,-72.993392,0.2263,Medio,Medio,0.998,0.629,0.0,0.0,0.0611,34,4,0.0,1,1.6,0,6376.2,877.0,0
15276,FLORESTA,BOYACÁ,5.859519,-72.918111,0.03,Bajo,Bajo,1.0,0.0858,0.0,0.0,0.0,0,0,0.0,0,0.0,0,661.7,0.0,0
15293,GACHANTIVÁ,BOYACÁ,5.751891,-73.549092,0.247,Medio,Medio,0.967,0.5704,0.0,0.0,0.4732,27,6,0.0,17,1637.4,0,1259.0,1055.0,0
15296,GÁMEZA,BOYACÁ,5.802333,-72.80553,0.2465,Medio,Medio,0.963,0.7043,0.0,0.0,0.0,54,7,0.0,0,0.0,0,9641.5,0.0,0
15299,GARAGOA,BOYACÁ,5.083234,-73.364413,0.1832,Bajo,Bajo,0.99,0.5233,0.0,0.0,0.0,9,3,0.0,0,0.0,0,12144.4,0.0,0
15317,GUACAMAYAS,BOYACÁ,6.459667,-72.500812,0.1685,Bajo,Bajo,0.996,0.4813,0.0,0.0,0.0,15,2,0.0,0,0.0,0,1270.0,0.0,0
15322,GUATEQUE,BOYACÁ,5.007321,-73.471207,0.1849,Bajo,Bajo,0.937,0.2926,0.0,0.33,0.0,4,2,0.0,0,0.0,1,649.6,793.0,0
15325,GUAYATÁ,BOYACÁ,4.967122,-73.489698,0.2605,Alto,Alto,0.971,0.578,0.0,0.0,0.582,13,4,0.0,1,8992.5,0,16595.8,0.0,0
15332,GÜICÁN DE LA SIERRA,BOYACÁ,6.462864,-72.411763,0.1682,Bajo,Bajo,0.996,0.1392,0.0,0.155,0.8074,1,1,0.0,1,305717.4,3,280.0,0.0,0
15362,IZA,BOYACÁ,5.611577,-72.979559,0.2228,Medio,Medio,0.996,0.6365,0.0,0.0,0.0,14,8,0.0,0,0.0,0,28253.2,0.0,0
15367,JENESANO,BOYACÁ,5.385813,-73.363738,0.1174,Bajo,Bajo,1.0,0.3354,0.0,0.0,0.0,1,1,0.0,0,0.0,0,5281.6,0.0,0
15368,JERICÓ,BOYACÁ,6.145735,-72.571122,0.2296,Medio,Medio,0.997,0.6559,0.0,0.0,0.0,28,7,0.0,0,0.0,0,19522.9,0.0,0
15377,LABRANZAGRANDE,BOYACÁ,5.562687,-72.57777,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15380,LA CAPILLA,BOYACÁ,5.095687,-73.444347,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15401,LA VICTORIA,BOYACÁ,5.523792,-74.234393,0.15,Bajo,Bajo,0.999,0.4285,0.0,0.0,0.0,6,1,0.0,0,0.0,0,5634.0,0.0,0
15403,LA UVITA,BOYACÁ,6.31616,-72.559982,0.1831,Bajo,Bajo,0.991,0.5231,0.0,0.0,0.0,11,3,0.0,0,0.0,0,10107.9,407.0,0
15407,VILLA DE LEYVA,BOYACÁ,5.632455,-73.524948,0.2369,Medio,Medio,0.997,0.6392,0.0,0.0,0.1321,33,7,0.0,4,6.9,0,9957.3,0.0,0
15425,MACANAL,BOYACÁ,4.972464,-73.319593,0.2242,Medio,Medio,0.993,0.4922,0.0,0.0,0.5197,16,3,0.0,1,3389.9,0,1413.0,0.0,0
15442,MARIPÍ,BOYACÁ,5.550091,-74.00405,0.2378,Medio,Medio,0.994,0.6793,0.0,0.0,0.0,34,4,0.0,0,0.0,0,20734.6,0.0,0
15455,MIRAFLORES,BOYACÁ,5.196515,-73.14563,0.252,Medio,Medio,0.94,0.5803,0.0,0.0,0.4893,10,4,0.0,1,2109.3,0,20020.0,0.0,0
15464,MONGUA,BOYACÁ,5.754242,-72.79809,0.2137,Medio,Medio,0.998,0.6105,0.0,0.0,0.0,29,1,0.0,0,0.0,0,7103.9,0.0,0
15466,MONGUÍ,BOYACÁ,5.723486,-72.849292,0.2262,Medio,Medio,0.976,0.4488,0.0,0.0,0.6914,5,3,0.0,1,49767.6,0,8241.9,0.0,0
15469,MONIQUIRÁ,BOYACÁ,5.876331,-73.573374,0.1784,Bajo,Bajo,0.984,0.5096,0.0,0.0,0.0,18,3,0.0,0,0.0,0,1415.5,0.0,0
15476,MOTAVITA,BOYACÁ,5.5777,-73.367841,0.2207,Medio,Medio,0.997,0.6305,0.0,0.0,0.0,18,4,0.0,0,0.0,0,22758.5,0.0,0
15480,MUZO,BOYACÁ,5.532758,-74.10269,0.2376,Medio,Medio,0.99,0.6788,0.0,0.0,0.0,47,4,0.0,0,0.0,0,7590.9,0.0,0
15491,NOBSA,BOYACÁ,5.768046,-72.937042,0.2107,Medio,Medio,0.996,0.6019,0.0,0.0,0.0,32,7,0.0,0,0.0,0,2250.0,0.0,0
15494,NUEVO COLÓN,BOYACÁ,5.355317,-73.456759,0.1083,Bajo,Bajo,0.999,0.1901,0.0,0.0,0.4176,2,2,0.0,1,685.9,0,80.0,0.0,0
15500,OICATÁ,BOYACÁ,5.595235,-73.308399,0.2029,Medio,Medio,0.997,0.5797,0.0,0.0,0.0,22,1,0.0,0,0.0,0,7911.7,0.0,0
15507,OTANCHE,BOYACÁ,5.657536,-74.180965,0.2063,Medio,Medio,0.985,0.4072,0.0,0.0,0.6379,8,2,0.0,2,21546.5,0,2136.0,0.0,0
15511,PACHAVITA,BOYACÁ,5.140065,-73.396953,0.0739,Bajo,Bajo,1.0,0.2111,0.0,0.0,0.0,0,0,0.0,0,0.0,0,2488.0,0.0,0
15514,PÁEZ,BOYACÁ,5.097319,-73.052737,0.166,Bajo,Bajo,0.999,0.4744,0.0,0.0,0.0,4,2,0.0,0,0.0,0,11573.3,926.0,0
15516,PAIPA,BOYACÁ,5.779894,-73.11782,0.344,Crítico,Crítico,0.99,0.8185,0.0,0.0,0.5755,92,9,0.0,2,8125.3,0,34086.8,509.0,0
15518,PAJARITO,BOYACÁ,5.293783,-72.703231,0.0948,Bajo,Bajo,0.999,0.0,0.0,0.163,0.5401,0,0,0.0,2,4668.8,3,0.0,0.0,0
15522,PANQUEBA,BOYACÁ,6.443416,-72.459424,0.0794,Bajo,Bajo,1.0,0.2269,0.0,0.0,0.0,0,0,0.0,0,0.0,0,2830.0,0.0,0
15531,PAUNA,BOYACÁ,5.656323,-73.978449,0.168,Bajo,Bajo,0.996,0.48,0.0,0.0,0.0,13,4,0.0,0,0.0,0,3136.5,0.0,0
15533,PAYA,BOYACÁ,5.625699,-72.423775,0.065,Bajo,Bajo,1.0,0.1856,0.0,0.0,0.0,2,2,0.0,0,0.0,0,0.0,0.0,0
15537,PAZ DE RÍO,BOYACÁ,5.987645,-72.749137,0.2283,Medio,Medio,0.997,0.6523,0.0,0.0,0.0,20,6,0.0,0,0.0,0,26519.2,0.0,0
15542,PESCA,BOYACÁ,5.558808,-73.050872,0.2475,Medio,Medio,0.985,0.7072,0.0,0.0,0.0,22,13,0.0,0,0.0,0,42743.1,228.0,0
15550,PISBA,BOYACÁ,5.72141,-72.486023,0.0541,Bajo,Bajo,1.0,0.0,0.0,0.0,0.541,0,0,0.0,1,4735.9,0,0.0,0.0,0
15572,PUERTO BOYACÁ,BOYACÁ,5.976646,-74.587782,0.3245,Alto,Alto,0.922,0.713,0.0,0.3,0.0,45,7,0.0,0,0.0,3,22060.6,1590.0,0
15580,QUÍPAMA,BOYACÁ,5.52055,-74.180033,0.255,Medio,Medio,0.966,0.7285,0.0,0.0,0.0,55,2,0.0,0,0.0,0,18592.2,0.0,0
15599,RAMIRIQUÍ,BOYACÁ,5.400303,-73.334839,0.1957,Medio,Medio,0.995,0.559,0.0,0.0,0.0,8,2,0.0,0,0.0,0,18349.6,0.0,0
15600,RÁQUIRA,BOYACÁ,5.539136,-73.632543,0.2196,Medio,Medio,0.999,0.5802,0.0,0.0,0.1649,24,3,0.0,2,12.2,0,6001.8,0.0,0
15621,RONDÓN,BOYACÁ,5.357378,-73.208474,0.2025,Medio,Medio,0.984,0.5224,0.0,0.0,0.1964,6,2,0.0,1,20.6,0,15023.6,700.0,0
15632,SABOYÁ,BOYACÁ,5.697756,-73.764456,0.1598,Bajo,Bajo,0.999,0.4566,0.0,0.0,0.0,4,1,0.0,0,0.0,0,9915.1,0.0,0
15638,SÁCHICA,BOYACÁ,5.584305,-73.542539,0.1773,Bajo,Bajo,0.983,0.5067,0.0,0.0,0.0,8,6,0.0,0,0.0,0,11068.1,0.0,0
15646,SAMACÁ,BOYACÁ,5.492161,-73.485589,0.2401,Medio,Medio,0.992,0.6859,0.0,0.0,0.0,31,6,0.0,0,0.0,0,25945.9,53.0,0
15660,SAN EDUARDO,BOYACÁ,5.22401,-73.077747,0.065,Bajo,Bajo,1.0,0.1856,0.0,0.0,0.0,2,2,0.0,0,0.0,0,0.0,0.0,0
15664,SAN JOSÉ DE PARE,BOYACÁ,6.018924,-73.545397,0.0,Bajo,Bajo,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0
15667,SAN LUIS DE GACENO,BOYACÁ,4.81976,-73.168076,0.1748,Bajo,Bajo,0.992,0.4994,0.0,0.0,0.0,12,3,0.0,0,0.0,0,6218.0,0.0,0
15673,SAN MATEO,BOYACÁ,6.401683,-72.555264,0.1953,Medio,Medio,0.992,0.5581,0.0,0.0,0.0,23,2,0.0,0,0.0,0,3200.2,0.0,0
15676,SAN MIGUEL DE SEMA,BOYACÁ,5.518083,-73.722009,0.0384,Bajo,Bajo,1.0,0.0,0.0,0.0,0.3836,0,0,0.0,2,402.7,0,0.0,0.0,0
15681,SAN PABLO DE BORBUR,BOYACÁ,5.650743,-74.069963,0.248,Medio,Medio,0.926,0.7087,0.0,0.0,0.0,42,5,0.0,0,0.0,0,23345.2,778.0,0
15686,SANTANA,BOYACÁ,6.056866,-73.481639,0.0682,Bajo,Bajo,1.0,0.195,0.0,0.0,0.0,2,2,0.0,0,0.0,0,170.9,0.0,0
15690,SANTA MARÍA,BOYACÁ,4.857193,-73.263518,0.2128,Medio,Medio,0.95,0.4276,0.0,0.0,0.6313,3,1,0.0,4,19437.2,0,8566.6,0.0,0
15693,SANTA ROSA DE VITERBO,BOYACÁ,5.874547,-72.982461,0.1698,Bajo,Bajo,0.991,0.4851,0.0,0.0,0.0,2,2,0.0,0,0.0,0,14660.0,0.0,0
